,gender,age,state,Household Size,Household Income,income
15972,Female,52.0,WP Kuala Lumpur,3 orang,3970.5,2485.5
16084,Female,21.0,WP Kuala Lumpur,6 orang dan lebih,3993.1667,2203.5
16539,Female,64.0,WP Kuala Lumpur,2 orang,4072.3333,2347.0
16542,Male,38.0,WP Kuala Lumpur,6 orang dan lebih,4072.8333,4072.8333
16701,Male,32.0,WP Kuala Lumpur,4 orang,4099.6665,4099.6665
16826,Male,67.0,WP Kuala Lumpur,3 orang,4123.25,4123.25
17273,Male,42.0,WP Kuala Lumpur,3 orang,4207.0,4207.0
17897,Male,31.0,WP Kuala Lumpur,2 orang,4327.0,2400.1667
18058,Female,64.0,WP Kuala Lumpur,2 orang,4355.25,4355.25
18066,Male,36.0,WP Kuala Lumpur,4 orang,4356.1665,4356.1665
18808,Female,46.0,WP Kuala Lumpur,4 orang,4495.0,2549.6667
19047,Female,35.0,WP Kuala Lumpur,3 orang,4543.0,4175.5
19134,Female,47.0,WP Kuala Lumpur,5 orang,4560.0,4560.0
19352,Male,32.0,WP Kuala Lumpur,3 orang,4606.8335,4606.8335
19596,Male,63.0,WP Kuala Lumpur,3 orang,4662.5,4662.5
19648,Female,51.0,WP Kuala Lumpur,6 orang dan lebih,4671.8335,1236.0
19742,Male,60.0,WP Kuala Lumpur,1 orang,4688.8335,4688.8335
20277,Male,53.0,WP Kuala Lumpur,4 orang,4802.3335,4802.3335
20317,Male,36.0,WP Kuala Lumpur,3 orang,4810.0,4810.0
20421,Female,46.0,WP Kuala Lumpur,1 orang,4833.5,4833.5
20627,Male,23.0,WP Kuala Lumpur,3 orang,4884.25,1254.1666
20642,Male,59.0,WP Kuala Lumpur,3 orang,4887.1665,4887.1665
20861,Female,44.0,WP Kuala Lumpur,1 orang,4933.3335,4933.3335
20919,Male,26.0,WP Kuala Lumpur,2 orang,4946.1665,1951.5834
21172,Male,31.0,WP Kuala Lumpur,2 orang,5003.8335,5003.8335
21420,Female,83.0,WP Kuala Lumpur,3 orang,5058.3335,2125.0
21479,Male,38.0,WP Kuala Lumpur,4 orang,5075.0,5075.0
21569,Female,33.0,WP Kuala Lumpur,2 orang,5092.6665,2604.8333
21693,Female,52.0,WP Kuala Lumpur,5 orang,5121.0,2844.75
21702,Male,32.0,WP Kuala Lumpur,2 orang,5124.25,2919.1667
21841,Male,42.0,WP Kuala Lumpur,4 orang,5158.3335,5158.3335
21852,Male,49.0,WP Kuala Lumpur,6 orang dan lebih,5160.0,5160.0
22439,Male,52.0,WP Kuala Lumpur,1 orang,5308.9165,5308.9165
22879,Male,46.0,WP Kuala Lumpur,6 orang dan lebih,5415.3335,5415.3335
23122,Male,49.0,WP Kuala Lumpur,2 orang,5476.25,3225.5
23159,Female,32.0,WP Kuala Lumpur,6 orang dan lebih,5485.4165,5485.4165
23295,Male,46.0,WP Kuala Lumpur,4 orang,5517.8335,5517.8335
23319,Female,58.0,WP Kuala Lumpur,3 orang,5526.0,5526.0
23361,Male,48.0,WP Kuala Lumpur,3 orang,5538.5,5538.5
23537,Male,51.0,WP Kuala Lumpur,5 orang,5580.4165,5580.4165
23538,Male,48.0,WP Kuala Lumpur,6 orang dan lebih,5580.8335,5580.8335
23592,Male,39.0,WP Kuala Lumpur,2 orang,5599.1665,3054.0833
24090,Male,39.0,WP Kuala Lumpur,5 orang,5732.0835,4027.0833
24133,Male,21.0,WP Kuala Lumpur,1 orang,5743.1665,5743.1665
24387,Female,68.0,WP Kuala Lumpur,2 orang,5809.3335,1801.0
24556,Male,23.0,WP Kuala Lumpur,5 orang,5857.3335,3432.3333
24897,Male,57.0,WP Kuala Lumpur,2 orang,5958.3335,5958.3335
24929,Female,75.0,WP Kuala Lumpur,2 orang,5967.9165,3056.75
25908,Female,40.0,WP Kuala Lumpur,3 orang,6254.4165,3841.75
26226,Male,43.0,WP Kuala Lumpur,5 orang,6350.0,6350.0
26354,Male,35.0,WP Kuala Lumpur,3 orang,6393.5,3278.4167
26418,Male,30.0,WP Kuala Lumpur,3 orang,6412.6665,3231.3333
26492,Female,50.0,WP Kuala Lumpur,4 orang,6439.5,6439.5
26601,Male,57.0,WP Kuala Lumpur,3 orang,6481.5835,6481.5835
26625,Female,59.0,WP Kuala Lumpur,3 orang,6489.25,6489.25
26709,Male,34.0,WP Kuala Lumpur,2 orang,6517.125,3953.7083
27033,Male,32.0,WP Kuala Lumpur,2 orang,6638.0835,3703.0833
27100,Male,54.0,WP Kuala Lumpur,6 orang dan lebih,6671.25,6671.25
27229,Female,52.0,WP Kuala Lumpur,4 orang,6715.1665,3592.8333
27609,Male,27.0,WP Kuala Lumpur,1 orang,6866.4165,6866.4165
27737,Male,53.0,WP Kuala Lumpur,4 orang,6920.75,6920.75
27943,Male,33.0,WP Kuala Lumpur,3 orang,7000.0,3575.0
27990,Male,43.0,WP Kuala Lumpur,6 orang dan lebih,7019.5,7019.5
28193,Male,47.0,WP Kuala Lumpur,6 orang dan lebih,7095.8335,4627.5
28585,Male,49.0,WP Kuala Lumpur,3 orang,7257.0835,4008.0
28622,Male,35.0,WP Kuala Lumpur,3 orang,7272.5835,7272.5835
28720,Male,31.0,WP Kuala Lumpur,3 orang,7311.9165,2379.8333
28727,Male,37.0,WP Kuala Lumpur,4 orang,7314.9165,7314.9165
28777,Male,26.0,WP Kuala Lumpur,4 orang,7338.5,4325.0
28828,Male,34.0,WP Kuala Lumpur,2 orang,7366.3335,7366.3335
28903,Male,56.0,WP Kuala Lumpur,3 orang,7405.1665,5888.5
29081,Male,72.0,WP Kuala Lumpur,3 orang,7489.6665,4591.6665
29392,Male,66.0,WP Kuala Lumpur,3 orang,7642.6665,7642.6665
29421,Male,34.0,WP Kuala Lumpur,5 orang,7658.5835,7658.5835
29588,Male,67.0,WP Kuala Lumpur,6 orang dan lebih,7734.3335,2534.3333
29659,Male,48.0,WP Kuala Lumpur,4 orang,7765.9165,2051.75
29753,Male,35.0,WP Kuala Lumpur,2 orang,7810.75,7810.75
29780,Male,27.0,WP Kuala Lumpur,3 orang,7825.0835,4712.8335
29862,Male,39.0,WP Kuala Lumpur,6 orang dan lebih,7862.5,4805.8335
29891,Male,32.0,WP Kuala Lumpur,3 orang,7880.9165,4012.6667
29904,Female,53.0,WP Kuala Lumpur,6 orang dan lebih,7888.1665,3230.0
29916,Male,52.0,WP Kuala Lumpur,3 orang,7894.1665,7894.1665
29984,Male,37.0,WP Kuala Lumpur,1 orang,7934.3335,7934.3335
30095,Male,38.0,WP Kuala Lumpur,5 orang,7985.6665,4353.0
30443,Male,28.0,WP Kuala Lumpur,2 orang,8186.8335,4487.6665
30494,Male,28.0,WP Kuala Lumpur,2 orang,8211.667,8211.667
30529,Female,71.0,WP Kuala Lumpur,2 orang,8232.5,2241.6667
30558,Male,31.0,WP Kuala Lumpur,3 orang,8249.333,3686.6667
30798,Male,35.0,WP Kuala Lumpur,5 orang,8373.667,8373.667
30954,Male,39.0,WP Kuala Lumpur,2 orang,8462.917,8462.917
30979,Female,34.0,WP Kuala Lumpur,2 orang,8475.25,3767.8333
30985,Male,57.0,WP Kuala Lumpur,5 orang,8478.833,4202.1665
31043,Female,27.0,WP Kuala Lumpur,3 orang,8513.667,2818.8333
31076,Male,32.0,WP Kuala Lumpur,1 orang,8536.167,8536.167
31115,Male,55.0,WP Kuala Lumpur,6 orang dan lebih,8558.0,3970.1667
31134,Male,47.0,WP Kuala Lumpur,4 orang,8568.083,4915.0835
31320,Male,46.0,WP Kuala Lumpur,4 orang,8669.5,5109.6665
31646,Male,67.0,WP Kuala Lumpur,3 orang,8890.75,5113.0
31761,Male,49.0,WP Kuala Lumpur,6 orang dan lebih,8960.083,4047.5
31786,Male,33.0,WP Kuala Lumpur,5 orang,8978.5,4057.0
31904,Male,41.0,WP Kuala Lumpur,4 orang,9048.167,5276.8335
32020,Male,30.0,WP Kuala Lumpur,4 orang,9137.0,5094.1665
32048,Male,66.0,WP Kuala Lumpur,3 orang,9154.333,9154.333
32316,Male,35.0,WP Kuala Lumpur,3 orang,9341.333,5610.8335
32363,Male,25.0,WP Kuala Lumpur,6 orang dan lebih,9377.167,4759.8335
32506,Male,64.0,WP Kuala Lumpur,5 orang,9485.5,3883.3333
32559,Male,69.0,WP Kuala Lumpur,2 orang,9529.5,9529.5
32605,Male,61.0,WP Kuala Lumpur,3 orang,9573.667,5035.1665
32630,Male,38.0,WP Kuala Lumpur,4 orang,9597.667,5557.6665
33020,Male,30.0,WP Kuala Lumpur,3 orang,9908.917,5876.3335
33496,Male,33.0,WP Kuala Lumpur,5 orang,10303.5,5933.5
33518,Male,51.0,WP Kuala Lumpur,4 orang,10324.75,5548.8335
33711,Male,44.0,WP Kuala Lumpur,6 orang dan lebih,10530.0,6165.0
33724,Male,60.0,WP Kuala Lumpur,4 orang,10539.083,3602.8333
33758,Male,30.0,WP Kuala Lumpur,3 orang,10569.0,4115.3335
33957,Male,53.0,WP Kuala Lumpur,5 orang,10792.083,8468.917
33970,Male,37.0,WP Kuala Lumpur,4 orang,10803.25,10803.25
34218,Male,52.0,WP Kuala Lumpur,3 orang,11076.75,7307.4165
34276,Male,32.0,WP Kuala Lumpur,4 orang,11133.917,5714.3335
34316,Male,62.0,WP Kuala Lumpur,4 orang,11171.917,3516.6667
34417,Male,41.0,WP Kuala Lumpur,5 orang,11303.25,5080.8335
34497,Male,30.0,WP Kuala Lumpur,4 orang,11398.083,11398.083
34561,Male,38.0,WP Kuala Lumpur,2 orang,11476.667,4895.0
34606,Female,46.0,WP Kuala Lumpur,6 orang dan lebih,11525.167,4744.1665
34639,Male,34.0,WP Kuala Lumpur,3 orang,11567.167,5966.8335
34732,Male,24.0,WP Kuala Lumpur,3 orang,11687.833,4058.8333
34908,Male,57.0,WP Kuala Lumpur,6 orang dan lebih,11947.083,9596.583
35139,Male,46.0,WP Kuala Lumpur,4 orang,12237.417,12237.417
35367,Male,34.0,WP Kuala Lumpur,3 orang,12575.333,8148.3335
35546,Male,40.0,WP Kuala Lumpur,5 orang,12905.333,12905.333
35693,Male,36.0,WP Kuala Lumpur,3 orang,13180.0,10058.333
35703,Male,33.0,WP Kuala Lumpur,2 orang,13199.583,9507.917
35761,Male,47.0,WP Kuala Lumpur,4 orang,13302.833,3438.1667
35790,Male,23.0,WP Kuala Lumpur,3 orang,13345.833,6123.6665
35935,Male,42.0,WP Kuala Lumpur,2 orang,13636.75,6521.75
36081,Male,29.0,WP Kuala Lumpur,3 orang,13944.083,9660.75
36134,Male,50.0,WP Kuala Lumpur,4 orang,14048.333,6397.0835
36276,Male,68.0,WP Kuala Lumpur,5 orang,14421.667,6061.6665
36364,Male,48.0,WP Kuala Lumpur,6 orang dan lebih,14644.083,14644.083
36448,Male,60.0,WP Kuala Lumpur,5 orang,14824.0,12490.75
36488,Male,62.0,WP Kuala Lumpur,3 orang,14955.667,4141.6665
36518,Male,32.0,WP Kuala Lumpur,4 orang,15035.417,15035.417
36550,Male,45.0,WP Kuala Lumpur,4 orang,15108.0,8898.0
36560,Male,45.0,WP Kuala Lumpur,6 orang dan lebih,15139.167,7785.8335
36657,Male,36.0,WP Kuala Lumpur,4 orang,15409.0,7360.75
36681,Male,60.0,WP Kuala Lumpur,2 orang,15487.333,15487.333
36724,Male,57.0,WP Kuala Lumpur,6 orang dan lebih,15602.5,6982.8335
36726,Male,35.0,WP Kuala Lumpur,5 orang,15604.833,7670.6665
36765,Male,39.0,WP Kuala Lumpur,5 orang,15748.0,12292.333
36816,Male,46.0,WP Kuala Lumpur,3 orang,15891.083,12246.25
36864,Female,48.0,WP Kuala Lumpur,2 orang,16077.833,11758.167
36920,Male,41.0,WP Kuala Lumpur,2 orang,16335.833,11885.0
37008,Female,33.0,WP Kuala Lumpur,3 orang,16682.0,5216.25
37026,Male,67.0,WP Kuala Lumpur,4 orang,16749.666,7066.6665
37161,Male,48.0,WP Kuala Lumpur,6 orang dan lebih,17258.084,12369.333
37193,Male,29.0,WP Kuala Lumpur,3 orang,17381.334,9159.0
37312,Male,44.0,WP Kuala Lumpur,3 orang,17947.334,11416.833
37438,Female,34.0,WP Kuala Lumpur,2 orang,18603.0,14218.0
37459,Male,39.0,WP Kuala Lumpur,5 orang,18692.416,13284.083
37654,Male,30.0,WP Kuala Lumpur,2 orang,19806.666,10739.833
37694,Male,72.0,WP Kuala Lumpur,6 orang dan lebih,20126.5,3758.3333
37704,Female,33.0,WP Kuala Lumpur,1 orang,20186.084,20186.084
37788,Male,40.0,WP Kuala Lumpur,4 orang,20949.334,13664.25
37812,Male,42.0,WP Kuala Lumpur,3 orang,21221.5,13439.083
37818,Female,60.0,WP Kuala Lumpur,4 orang,21241.5,9909.083
37861,Male,39.0,WP Kuala Lumpur,6 orang dan lebih,21792.334,13894.083
37893,Male,59.0,WP Kuala Lumpur,5 orang,22217.666,9957.667
38182,Male,33.0,WP Kuala Lumpur,2 orang,28496.334,17744.0
38196,Male,46.0,WP Kuala Lumpur,4 orang,29109.084,29109.084
38203,Male,53.0,WP Kuala Lumpur,1 orang,29607.416,29607.416
38231,Male,36.0,WP Kuala Lumpur,3 orang,30735.916,30735.916
38251,Male,54.0,WP Kuala Lumpur,6 orang dan lebih,32472.834,18694.084
38309,Male,35.0,WP Kuala Lumpur,3 orang,37633.168,21624.084
38343,Male,32.0,WP Kuala Lumpur,3 orang,44821.082,18986.75
38363,Male,57.0,WP Kuala Lumpur,6 orang dan lebih,49891.168,23037.25
16,Male,92.0,Terengganu,1 orang,691.6667,691.6667
22,Female,74.0,Terengganu,1 orang,713.3333,713.3333
48,Male,82.0,Terengganu,1 orang,808.75,808.75
59,Female,83.0,Terengganu,1 orang,834.1667,834.1667
75,Male,76.0,Terengganu,2 orang,872.5,872.5
203,Female,46.0,Terengganu,3 orang,1020.8333,1020.8333
317,Female,73.0,Terengganu,1 orang,1083.3334,1083.3334
501,Female,79.0,Terengganu,1 orang,1173.3334,1173.3334
504,Male,60.0,Terengganu,1 orang,1175.0,1175.0
541,Male,73.0,Terengganu,1 orang,1187.5,1187.5
701,Female,71.0,Terengganu,1 orang,1250.0,1250.0
776,Female,61.0,Terengganu,1 orang,1274.1666,1274.1666
801,Male,31.0,Terengganu,2 orang,1281.3334,1281.3334
1018,Male,32.0,Terengganu,3 orang,1353.3334,1353.3334
1032,Male,68.0,Terengganu,2 orang,1358.3334,1358.3334
1039,Female,63.0,Terengganu,1 orang,1360.8334,1360.8334
1085,Male,65.0,Terengganu,1 orang,1376.25,1376.25
1157,Male,75.0,Terengganu,1 orang,1395.8334,1395.8334
1188,Female,61.0,Terengganu,2 orang,1408.3334,1408.3334
1267,Male,40.0,Terengganu,1 orang,1430.8334,1430.8334
1374,Female,70.0,Terengganu,3 orang,1464.1666,1464.1666
1586,Male,36.0,Terengganu,6 orang dan lebih,1522.5,1522.5
1603,Male,72.0,Terengganu,4 orang,1527.5,1527.5
1664,Female,74.0,Terengganu,1 orang,1541.6666,1541.6666
1668,Male,29.0,Terengganu,5 orang,1542.5,1542.5
1735,Female,64.0,Terengganu,1 orang,1555.0,1555.0
1806,Male,26.0,Terengganu,5 orang,1571.6666,1571.6666
1917,Male,29.0,Terengganu,3 orang,1600.3334,1600.3334
2028,Male,45.0,Terengganu,5 orang,1629.0834,1629.0834
2132,Female,53.0,Terengganu,2 orang,1651.1666,1651.1666
2232,Female,58.0,Terengganu,1 orang,1673.3334,1673.3334
2268,Male,27.0,Terengganu,2 orang,1680.8334,1680.8334
2319,Female,82.0,Terengganu,1 orang,1690.8334,1690.8334
2336,Male,46.0,Terengganu,1 orang,1694.9584,1694.9584
2481,Female,59.0,Terengganu,2 orang,1725.8334,1725.8334
2573,Male,60.0,Terengganu,4 orang,1745.8334,1745.8334
2598,Male,57.0,Terengganu,4 orang,1750.6666,1750.6666
2761,Male,62.0,Terengganu,4 orang,1783.3334,1783.3334
2771,Male,42.0,Terengganu,1 orang,1785.8334,1785.8334
2777,Female,48.0,Terengganu,1 orang,1787.5,1787.5
2782,Male,34.0,Terengganu,4 orang,1788.5,1788.5
2836,Male,45.0,Terengganu,1 orang,1799.5834,1799.5834
2857,Male,44.0,Terengganu,6 orang dan lebih,1802.5,1802.5
2864,Male,40.0,Terengganu,6 orang dan lebih,1803.3334,1803.3334
2914,Male,36.0,Terengganu,3 orang,1812.5,1812.5
2976,Male,24.0,Terengganu,2 orang,1825.8334,1825.8334
2989,Male,37.0,Terengganu,2 orang,1827.5,1827.5
3003,Female,63.0,Terengganu,1 orang,1830.0,1830.0
3036,Male,55.0,Terengganu,3 orang,1836.6666,1836.6666
3084,Male,52.0,Terengganu,4 orang,1845.8334,1512.5
3098,Female,71.0,Terengganu,3 orang,1849.1666,1849.1666
3129,Male,26.0,Terengganu,3 orang,1853.8334,1853.8334
3152,Female,45.0,Terengganu,1 orang,1858.3334,1858.3334
3156,Male,51.0,Terengganu,6 orang dan lebih,1859.1666,1859.1666
3421,Female,63.0,Terengganu,1 orang,1912.0834,1912.0834
3459,Female,36.0,Terengganu,3 orang,1918.3334,1918.3334
3470,Female,59.0,Terengganu,2 orang,1920.25,1920.25
3517,Female,80.0,Terengganu,1 orang,1933.3334,1933.3334
3545,Female,37.0,Terengganu,4 orang,1939.1666,1939.1666
3571,Male,70.0,Terengganu,2 orang,1943.3334,1943.3334
3767,Male,38.0,Terengganu,5 orang,1983.3334,1716.6666
3795,Male,28.0,Terengganu,1 orang,1989.6666,1989.6666
3832,Male,77.0,Terengganu,3 orang,1996.0,797.5
3833,Male,41.0,Terengganu,1 orang,1996.0,1996.0
3875,Male,37.0,Terengganu,6 orang dan lebih,2004.1666,2004.1666
3922,Male,43.0,Terengganu,1 orang,2012.5,2012.5
3956,Male,60.0,Terengganu,4 orang,2019.1666,2019.1666
4050,Male,42.0,Terengganu,1 orang,2039.1666,2039.1666
4094,Male,72.0,Terengganu,2 orang,2046.75,2046.75
4223,Female,66.0,Terengganu,1 orang,2070.8333,2070.8333
4587,Male,20.0,Terengganu,2 orang,2131.6667,2131.6667
4761,Male,76.0,Terengganu,2 orang,2158.8333,2158.8333
4817,Male,62.0,Terengganu,2 orang,2167.5,2167.5
5024,Female,60.0,Terengganu,1 orang,2199.0,2199.0
5127,Male,37.0,Terengganu,5 orang,2217.1667,2217.1667
5167,Male,92.0,Terengganu,1 orang,2225.0,2225.0
5211,Male,45.0,Terengganu,4 orang,2231.6667,2231.6667
5235,Male,72.0,Terengganu,2 orang,2235.8333,2235.8333
5236,Male,50.0,Terengganu,2 orang,2235.8333,2235.8333
5492,Male,41.0,Terengganu,6 orang dan lebih,2278.5833,2278.5833
5527,Female,21.0,Terengganu,1 orang,2285.5,2285.5
5530,Male,52.0,Terengganu,6 orang dan lebih,2286.0,2286.0
5560,Male,43.0,Terengganu,5 orang,2290.4167,2290.4167
5566,Male,28.0,Terengganu,3 orang,2291.1667,2291.1667
5617,Male,26.0,Terengganu,1 orang,2299.1667,2299.1667
5775,Male,61.0,Terengganu,5 orang,2327.5,1388.3334
5788,Female,81.0,Terengganu,1 orang,2330.0,2330.0
5789,Male,46.0,Terengganu,6 orang dan lebih,2330.0,2330.0
5909,Male,40.0,Terengganu,2 orang,2350.8333,2350.8333
5929,Male,23.0,Terengganu,1 orang,2353.75,2353.75
5973,Male,30.0,Terengganu,4 orang,2360.8333,1523.3334
5986,Male,76.0,Terengganu,3 orang,2363.3333,2363.3333
6018,Male,35.0,Terengganu,3 orang,2367.5,2367.5
6074,Male,45.0,Terengganu,2 orang,2376.25,2376.25
6101,Male,44.0,Terengganu,6 orang dan lebih,2380.8333,2380.8333
6166,Male,38.0,Terengganu,5 orang,2392.3333,2392.3333
6251,Male,73.0,Terengganu,2 orang,2406.6667,2406.6667
6284,Male,31.0,Terengganu,4 orang,2413.3333,1046.6666
6320,Male,40.0,Terengganu,3 orang,2420.8333,1354.1666
6522,Female,41.0,Terengganu,4 orang,2453.3333,2453.3333
6547,Male,47.0,Terengganu,6 orang dan lebih,2456.6667,2043.3334
6567,Male,35.0,Terengganu,1 orang,2459.3333,2459.3333
6606,Male,55.0,Terengganu,3 orang,2467.4167,2467.4167
6685,Male,39.0,Terengganu,5 orang,2481.1667,2481.1667
6707,Male,56.0,Terengganu,2 orang,2485.25,2485.25
6712,Male,59.0,Terengganu,4 orang,2485.8333,1960.8334
6713,Male,55.0,Terengganu,5 orang,2486.0833,1189.1666
6747,Male,53.0,Terengganu,3 orang,2491.6667,2491.6667
6827,Male,33.0,Terengganu,6 orang dan lebih,2505.5,2505.5
6846,Male,46.0,Terengganu,6 orang dan lebih,2509.1667,2509.1667
6941,Male,63.0,Terengganu,2 orang,2524.1667,2524.1667
6955,Male,32.0,Terengganu,3 orang,2525.9583,2525.9583
6964,Male,51.0,Terengganu,1 orang,2527.0,2527.0
6980,Male,38.0,Terengganu,6 orang dan lebih,2530.0,2530.0
6989,Male,53.0,Terengganu,1 orang,2531.8333,2531.8333
7129,Female,67.0,Terengganu,2 orang,2555.1667,1181.6666
7157,Male,69.0,Terengganu,5 orang,2559.1667,1225.8334
7221,Male,27.0,Terengganu,1 orang,2567.5,2567.5
7233,Female,71.0,Terengganu,1 orang,2570.0,2570.0
7245,Male,32.0,Terengganu,5 orang,2571.5417,2571.5417
7249,Male,44.0,Terengganu,6 orang dan lebih,2572.0833,2572.0833
7265,Male,28.0,Terengganu,4 orang,2574.6667,2574.6667
7302,Male,34.0,Terengganu,5 orang,2580.8333,2580.8333
7324,Male,83.0,Terengganu,1 orang,2584.1667,2584.1667
7347,Male,43.0,Terengganu,3 orang,2588.3333,2588.3333
7355,Male,67.0,Terengganu,3 orang,2589.1667,2589.1667
7358,Male,54.0,Terengganu,6 orang dan lebih,2589.4167,2589.4167
7368,Male,63.0,Terengganu,5 orang,2590.8333,2590.8333
7386,Male,43.0,Terengganu,5 orang,2593.1667,2413.6667
7401,Male,35.0,Terengganu,4 orang,2595.0,2595.0
7448,Female,39.0,Terengganu,4 orang,2603.3333,2603.3333
7456,Male,39.0,Terengganu,6 orang dan lebih,2604.5833,1554.5834
7483,Male,27.0,Terengganu,4 orang,2608.25,1616.5834
7533,Male,63.0,Terengganu,4 orang,2615.8333,1824.1666
7537,Male,53.0,Terengganu,5 orang,2616.6667,1787.5
7548,Male,53.0,Terengganu,6 orang dan lebih,2618.3333,2618.3333
7568,Female,70.0,Terengganu,1 orang,2621.6667,2621.6667
7641,Male,37.0,Terengganu,3 orang,2633.3333,2025.0
7663,Female,30.0,Terengganu,2 orang,2636.75,2636.75
7690,Male,76.0,Terengganu,2 orang,2641.6667,2641.6667
7716,Female,83.0,Terengganu,1 orang,2644.1667,2644.1667
7793,Male,45.0,Terengganu,4 orang,2655.8333,2655.8333
7817,Female,55.0,Terengganu,2 orang,2658.4167,1835.5
7841,Male,80.0,Terengganu,2 orang,2662.5,2662.5
7851,Male,37.0,Terengganu,6 orang dan lebih,2663.8333,2663.8333
7866,Male,31.0,Terengganu,3 orang,2665.8333,2665.8333
7868,Male,53.0,Terengganu,5 orang,2665.8333,2665.8333
7877,Male,49.0,Terengganu,5 orang,2666.8333,2666.8333
7886,Male,28.0,Terengganu,6 orang dan lebih,2668.0417,2668.0417
7888,Male,64.0,Terengganu,2 orang,2668.3333,2668.3333
7893,Male,31.0,Terengganu,4 orang,2669.75,2669.75
7929,Male,42.0,Terengganu,3 orang,2675.0,1545.8334
7930,Male,47.0,Terengganu,2 orang,2675.0,2675.0
7945,Male,52.0,Terengganu,4 orang,2677.0833,2170.8333
7978,Male,40.0,Terengganu,4 orang,2683.25,2141.5833
7979,Male,48.0,Terengganu,6 orang dan lebih,2683.3333,2683.3333
7983,Female,29.0,Terengganu,3 orang,2683.75,1905.0834
7992,Male,30.0,Terengganu,3 orang,2685.6667,2685.6667
7995,Male,35.0,Terengganu,2 orang,2685.7917,1869.1666
8035,Male,59.0,Terengganu,4 orang,2691.5,2691.5
8056,Male,68.0,Terengganu,6 orang dan lebih,2693.3333,2693.3333
8059,Male,37.0,Terengganu,5 orang,2693.5833,2693.5833
8073,Male,39.0,Terengganu,4 orang,2696.6667,2696.6667
8079,Male,36.0,Terengganu,6 orang dan lebih,2697.5,2143.3333
8085,Male,41.0,Terengganu,6 orang dan lebih,2698.0,2698.0
8091,Male,43.0,Terengganu,4 orang,2699.1667,2014.1666
8141,Male,50.0,Terengganu,6 orang dan lebih,2707.4167,1694.3334
8142,Male,72.0,Terengganu,3 orang,2707.5,2203.5
8164,Male,46.0,Terengganu,6 orang dan lebih,2710.8333,2710.8333
8216,Female,30.0,Terengganu,2 orang,2717.8333,2717.8333
8260,Female,81.0,Terengganu,1 orang,2724.1667,2724.1667
8331,Male,38.0,Terengganu,4 orang,2735.5,1668.8334
8413,Male,44.0,Terengganu,6 orang dan lebih,2749.1667,2749.1667
8501,Male,29.0,Terengganu,3 orang,2762.8333,2762.8333
8549,Male,39.0,Terengganu,5 orang,2769.9167,2769.9167
8573,Female,55.0,Terengganu,4 orang,2773.3333,2773.3333
8585,Male,55.0,Terengganu,3 orang,2775.8333,2775.8333
8665,Male,49.0,Terengganu,5 orang,2788.3333,2788.3333
8683,Male,52.0,Terengganu,6 orang dan lebih,2791.9167,2791.9167
8696,Male,28.0,Terengganu,4 orang,2794.1667,1777.5
8701,Female,70.0,Terengganu,1 orang,2795.0,2795.0
8736,Male,41.0,Terengganu,1 orang,2799.0,2799.0
8781,Male,30.0,Terengganu,3 orang,2806.25,2806.25
8829,Male,35.0,Terengganu,6 orang dan lebih,2813.0833,1383.3334
8836,Male,68.0,Terengganu,3 orang,2813.3333,2813.3333
8838,Male,31.0,Terengganu,4 orang,2813.6667,2813.6667
8905,Male,34.0,Terengganu,2 orang,2825.25,2825.25
8980,Male,39.0,Terengganu,3 orang,2836.75,2836.75
8995,Male,72.0,Terengganu,1 orang,2839.3333,2839.3333
9022,Female,54.0,Terengganu,5 orang,2843.0,2843.0
9065,Male,36.0,Terengganu,6 orang dan lebih,2850.8333,2026.25
9068,Male,40.0,Terengganu,1 orang,2852.0,2852.0
9072,Male,68.0,Terengganu,2 orang,2853.1667,2853.1667
9076,Female,54.0,Terengganu,1 orang,2854.1667,2854.1667
9092,Male,65.0,Terengganu,6 orang dan lebih,2856.0,1223.3334
9104,Male,64.0,Terengganu,5 orang,2857.5,2857.5
9113,Male,41.0,Terengganu,6 orang dan lebih,2859.0,1577.9166
9156,Male,84.0,Terengganu,2 orang,2866.25,2866.25
9193,Male,34.0,Terengganu,4 orang,2872.25,2872.25
9198,Male,58.0,Terengganu,4 orang,2873.3333,1768.3334
9206,Male,52.0,Terengganu,3 orang,2873.8333,2873.8333
9261,Male,63.0,Terengganu,4 orang,2881.6667,2741.6667
9275,Female,59.0,Terengganu,1 orang,2884.5,2884.5
9290,Male,39.0,Terengganu,4 orang,2886.6667,2886.6667
9316,Male,41.0,Terengganu,5 orang,2891.3333,2891.3333
9328,Male,64.0,Terengganu,5 orang,2893.1667,1756.6666
9329,Male,32.0,Terengganu,4 orang,2893.3333,1942.0834
9330,Male,49.0,Terengganu,6 orang dan lebih,2894.5833,2894.5833
9352,Male,38.0,Terengganu,4 orang,2898.3333,2898.3333
9358,Male,50.0,Terengganu,5 orang,2899.0833,2139.0833
9369,Male,27.0,Terengganu,1 orang,2901.0833,2901.0833
